Waybill,Bag,Location,Arrival,Inbound Edge Code,Inbound Edge Name
1660257079082,BAG318447216,jaipur_bagru_gw,12/09/20 01:35:00,thanos::sroute:3cfb2b14-5330-4568-af8f-1b00611159da,jaipur-sikar-ratanagarh-sikar-jaipur
1660257079082,BAG318447216,bhiwandi_mega_gw,12/07/20 22:35:00,thanos::sroute:a9423796-bef7-4dc1-906c-cf95e40ce946,gurgaon-bhiwandi-jaipur-gurgaon
1660257087666,BAG319665916,morbi_dc,12/09/20 22:19:00,,
1660257087666,BAG319665916,rajkot_sokhda_h,12/09/20 20:34:00,thanos::sroute:9cbdec75-abe7-48b6-88ef-e81849c8370e,srfc-nrtpl-raj mrb-ftl
1660257068313,BAGL8764464411,rajkot_kothriya_dc,12/08/20 20:31:00,,
1660257068313,BAGL8764464411,rajkot_sokhda_h,12/08/20 20:01:00,thanos::sroute:977d46d5-b7e2-4503-8727-3e5d97100dea,rajkot_sokhda_h---rajkot_kothriya_dc
1660257068313,BAGL8764464411,ahmedabad_aslaliroad_gw,12/08/20 15:01:00,thanos::sroute:ed8e6aab-e350-48a6-b925-ba3c7506b93e,ahmedabad-rajkot-junagad-ahmedabad
1660257068313,BAGL8764464411,bhiwandi_mega_gw,12/08/20 02:01:00,thanos::sroute:bcb259d9-9bda-4ee4-9cc9-3ea10f214446,bhiwandi-ahmedabad-surat-bhiwandi
1660257085651,BAG318547596,ahmednagar_savedi_d,12/08/20 06:00:00,,
1660257085651,BAG318547596,ahmednagar_anadngr_i,12/08/20 05:30:00,thanos::sroute:d3517801-f1ae-47c8-a52c-0ea2bd92ed28,ahmednagar_anadngr_i-paithan_santangr_d-shevgaon_mirird_dpp
1660257085651,BAG318547596,bhiwandi_mega_gw,12/07/20 23:00:00,thanos::sroute:a4e1427d-c8a8-4047-84b6-13de25487021,bhiwandi-ahmednagar-nanded-bhiwandi
1660257080364,BAG230684261,siliguri_dabgrm_h,12/13/20 21:08:00,,
1660257080364,BAG230684261,mangan_barfok_d,12/13/20 14:38:00,thanos::sroute:1f10ad96-28fd-4aee-afef-729b4963d30f,siliguri_dabgrm_h-gangtok_tibetrdmla_d-mangan_barfok_d
1660257080364,BAG230684261,gangtok_tibetrdmla_d,12/13/20 11:38:00,thanos::sroute:1f10ad96-28fd-4aee-afef-729b4963d30f,siliguri_dabgrm_h-gangtok_tibetrdmla_d-mangan_barfok_d
1660257085382,BAG318547883,chandigarh_rajpura_gw,12/09/20 14:26:00,,
1660257085382,BAG318547883,bhiwandi_mega_gw,12/07/20 23:26:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257083470,BAG318447631,hubli_jnntnagar_h,12/08/20 16:16:00,,
1660257083470,BAG318447631,kolhapur_central_h_2,12/08/20 11:16:00,thanos::sroute:9c1c863f-cc88-4e28-8abf-3d18786dbef5,gurgaon-kolhapur-hubli-kolhapur-pune-gurgaon
1660257083470,BAG318447631,bhiwandi_mega_gw,12/08/20 01:16:00,thanos::sroute:7112cdc9-74dd-425c-a005-d3ae7d3205f5,bhiwandi-kolhapur-hubli-dc-bhiwandi
1660257076993,BAG317076672,bhiwandi_mega_r,12/17/20 13:00:00,,
1660257076993,BAG317076672,bhiwandi_mega_gw,12/17/20 12:30:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257076993,BAG317076672,indore_manglaya_h,12/16/20 22:30:00,thanos::sroute:64cdaca7-78db-41de-9699-c99089333a0d,bhiwandi-indore-bhopal-indore-bhiwandi
1660257076993,BAG317076672,varanasi_birbhanpur_h,12/15/20 21:30:00,thanos::sroute:0acc829b-811f-4585-8671-b4b534470283,bhiwandi-varanasi-patna-indore-bhiwandi
1660257076993,BAG317076672,patna_sabalpur_h,12/15/20 10:30:00,thanos::sroute:0acc829b-811f-4585-8671-b4b534470283,bhiwandi-varanasi-patna-indore-bhiwandi
1660257077601,BAGL1391925887,nirjuli_tagohsptl_d,12/11/20 20:36:00,,
1660257077601,BAGL1391925887,narayanpur_panbari_d,12/11/20 19:21:00,thanos::sroute:e8b758e8-3d1b-43f3-a5e8-bcee2c2e66d7,tezpur_sirajuli_i--narayanpur_panbari_d
1660257077601,BAGL1391925887,tezpur_sirajuli_i,12/11/20 14:51:00,thanos::sroute:e8b758e8-3d1b-43f3-a5e8-bcee2c2e66d7,tezpur_sirajuli_i--narayanpur_panbari_d
1660257077601,BAGL1391925887,siliguri_dabgrm_h,12/10/20 19:51:00,thanos::sroute:a8a033cb-4267-407b-9b39-ce1dfc7c179f,siliguri-tezpur-jorhat-tezpur-siliguri
1660257077601,BAGL1391925887,bhiwandi_mega_gw,12/08/20 05:51:00,thanos::sroute:2a27b19d-611e-44c5-ab2f-f3a00dbb4ded,bhiwandi-siliguri 
1660257085673,BAG138879557,lucknow_vinmrkhnd_d,12/10/20 20:00:00,,
1660257085673,BAG138879557,lucknow_indira,12/10/20 19:45:00,thanos::sroute:f45f433b-2b2c-46df-970e-ba614d9cb1a5,lucknow_hub-lucknow_indira nagar----lucknow_hub
1660257085673,BAG138879557,lucknow_memaura_h,12/10/20 18:30:00,thanos::sroute:f45f433b-2b2c-46df-970e-ba614d9cb1a5,lucknow_hub-lucknow_indira nagar----lucknow_hub
1660257087180,BAG318447056,nagpur_nimji_h,12/08/20 12:09:00,,
1660257087180,BAG318447056,akola_gaurkshn_i,12/08/20 07:24:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257087180,BAG318447056,bhiwandi_mega_gw,12/07/20 15:39:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257083131,BAG318248083,goa_duler_d,12/08/20 18:09:00,,
1660257083131,BAG318248083,goa_hub,12/08/20 16:54:00,thanos::sroute:47220b18-20c3-4b1f-83cd-11aafda03e31,goa_hub---goa_duler_d
1660257083131,BAG318248083,kolhapur_central_h_2,12/08/20 07:54:00,thanos::sroute:89be2657-e6db-4a07-b055-ceb892f04cef,pune-kolhapur-goa-pune
1660257083131,BAG318248083,bhiwandi_mega_gw,12/07/20 21:54:00,thanos::sroute:7112cdc9-74dd-425c-a005-d3ae7d3205f5,bhiwandi-kolhapur-hubli-dc-bhiwandi
1660257081252,BAG319561202,jalandhar_qajimandi_p,12/09/20 16:06:00,,
1660257081252,BAG319561202,chandigarh_rajpura_gw,12/09/20 11:36:00,thanos::sroute:6b353462-fac0-4aa2-bbab-382252a18028,chandigarh-jalandhar-chandigarh
1660257081252,BAG319561202,bhiwandi_mega_gw,12/07/20 20:36:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257082243,BAG319561202,jalandhar_qajimandi_p,12/09/20 16:06:00,,
1660257082243,BAG319561202,chandigarh_rajpura_gw,12/09/20 11:36:00,thanos::sroute:6b353462-fac0-4aa2-bbab-382252a18028,chandigarh-jalandhar-chandigarh
1660257082243,BAG319561202,bhiwandi_mega_gw,12/07/20 20:36:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257077796,BAG138879805,lucknow_central_d_7,12/10/20 19:20:00,,
1660257077796,BAG138879805,lucknow_memaura_h,12/10/20 18:05:00,thanos::sroute:35c1c595-71cf-4059-aa50-ba1836ccf76c,lucknow_memaura_h---lucknow_central_d_7
1660257083945,BAG318547883,chandigarh_rajpura_gw,12/09/20 14:26:00,,
1660257083945,BAG318547883,bhiwandi_mega_gw,12/07/20 23:26:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257087482,BAG318547883,chandigarh_rajpura_gw,12/09/20 14:26:00,,
1660257087482,BAG318547883,bhiwandi_mega_gw,12/07/20 23:26:00,thanos::sroute:88f35b5c-5bb8-48c6-9eae-1195345374aa,chandigarh-jaipur-bhiwandi-chandigarh
1660257073563,BAG209046896,bengaluru_koramangala_dc,12/10/20 00:39:00,,
1660257073563,BAG209046896,bangalore_ashokngr_d,12/10/20 00:24:00,thanos::sroute:9c492295-b2c6-4dae-aa4c-bb50ce461d50,bangalore_indirangr_i-bangalore_ashokngr_d-bengaluru_millers_dc-bangalore_indirangr_i
1660257073563,BAG209046896,bangalore_indirangr_i,12/10/20 00:09:00,thanos::sroute:9c492295-b2c6-4dae-aa4c-bb50ce461d50,bangalore_indirangr_i-bangalore_ashokngr_d-bengaluru_millers_dc-bangalore_indirangr_i
1660257084870,BAG318547509,mumbai_andheriwest_d,12/08/20 00:29:00,,
1660257084870,BAG318547509,mumbai_jogeshwriwest_i,12/07/20 23:59:00,thanos::sroute:c58ca506-034b-4592-8e63-70837a100adf,mumbai_jogeshwriwest_i--mumbai_andheriwest_d---mumbai_jogeshwriwest_i
1660257084870,BAG318547509,bhiwandi_mega_gw,12/07/20 22:59:00,thanos::sroute:e755bc76-b277-4b9d-8456-1c1e8166ba5a,bhiwandi_mega_gw----mumbai_jogeshwriwest_i--bhiwandi_mega_gw
1660257072476,BAG318547388,kolkata_naiti_gw,12/09/20 20:05:00,,
1660257072476,BAG318547388,kolkata_naiti_h,12/09/20 20:05:00,thanos::sroute:88f25533-89fb-461d-9cd2-2b00a8efed46,ccu_kolkata
1660257072476,BAG318547388,bhubaneshwar_central_h_6,12/09/20 09:05:00,thanos::sroute:139df78c-6806-48dd-9aa1-6695021280ac,gurgaon-bhubnaehswar-kolkata-patna-gurgaon
1660257072476,BAG318547388,nagpur_nimji_h,12/08/20 12:05:00,thanos::sroute:4c3f5aa3-aba9-443c-bf96-d926a8a9bec1,bhiwandi-nagpur-bhubaneshwar-sambalpur-nagpur-bhiwandi
1660257072476,BAG318547388,akola_gaurkshn_i,12/08/20 07:20:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257072476,BAG318547388,bhiwandi_mega_gw,12/07/20 15:35:00,thanos::sroute:317ec4ee-481b-4f49-8b33-0f928715a328,bhiwandi-akola-nagpur-nashik-bhiwandi
1660257087644,BAG318272111,maa_poonamallee_hb,12/09/20 04:11:00,,
1660257087644,BAG318272111,bangalore_soukyaroad_gw,12/08/20 21:11:00,thanos::sroute:c8c8eac3-f101-4191-a963-aa2cf6275e0c,bangalore-chennai-bangalore-rajam
1660257087644,BAG318272111,bhiwandi_mega_gw,12/07/20 21:41:00,thanos::sroute:60098888-a8e3-4db3-a3b9-6783f46987c2,bhiwandi-bangalore-pune-bhiwandi
1660257086406,BAGL1544092251,mumbai_khar,12/07/20 23:04:00,,
1660257086406,BAGL1544092251,mumbai_jogeshwriwest_i,12/07/20 22:34:00,thanos::sroute:1c05c9c9-6ea9-4ab7-8427-e786343eec2e,mumbai_jogeshwriwest_i--mumbai_khar west _dc---mumbai_jogeshwriwest_i
1660257086406,BAGL1544092251,bhiwandi_mega_gw,12/07/20 21:34:00,thanos::sroute:e755bc76-b277-4b9d-8456-1c1e8166ba5a,bhiwandi_mega_gw----mumbai_jogeshwriwest_i--bhiwandi_mega_gw
1660257074355,BAGL9478239980,bhiwandi_mega_r,12/22/20 00:32:00,,
1660257074355,BAGL9478239980,bhiwandi_mega_gw,12/22/20 00:02:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257074355,BAGL9478239980,indore_manglaya_h,12/21/20 10:02:00,thanos::sroute:64cdaca7-78db-41de-9699-c99089333a0d,bhiwandi-indore-bhopal-indore-bhiwandi
1660257074355,BAGL9478239980,purnia_kasba_h,12/19/20 13:02:00,thanos::sroute:fe2bfbdb-aaa3-457e-8299-04be091beac7,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257074355,BAGL9478239980,siliguri_dabgrm_h,12/19/20 07:02:00,thanos::sroute:80a265a6-3f89-480b-ac80-e34247a79225,hyderabad-kolkata-siliguri-purnia-hyderabad
1660257074355,BAGL9478239980,tezpur_sirajuli_i,12/18/20 12:02:00,thanos::sroute:a8a033cb-4267-407b-9b39-ce1dfc7c179f,siliguri-tezpur-jorhat-tezpur-siliguri
1660257074355,BAGL9478239980,naharlagun_sectora_k,12/18/20 04:02:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257074355,BAGL9478239980,naharlagun_barapani_d,12/18/20 03:47:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257074355,BAGL9478239980,itanagar_sectora_d,12/18/20 03:17:00,thanos::sroute:0a88f9c3-c147-4631-96c0-2bb1eb5c212a,tezpur_sirajuli_i-itanagar_sectora_d
1660257073611,BAG209046902,bangalore_ashokngr_d,12/10/20 00:08:00,,
1660257073611,BAG209046902,bangalore_indirangr_i,12/09/20 23:53:00,thanos::sroute:9c492295-b2c6-4dae-aa4c-bb50ce461d50,bangalore_indirangr_i-bangalore_ashokngr_d-bengaluru_millers_dc-bangalore_indirangr_i
1660257077704,BAGL2500630325,bhiwandi_mega_r,12/13/20 16:51:00,,
1660257077704,BAGL2500630325,bhiwandi_mega_gw,12/13/20 16:21:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257077704,BAGL2500630325,surat_gidc_gw,12/13/20 09:21:00,thanos::sroute:336e3532-4458-4bd8-baa5-e179a8772f83,bhiwandi-ahmedabad-surat-bhiwandi
1660257077704,BAGL2500630325,vadodara_ranoli_i,12/13/20 05:21:00,thanos::sroute:cd79b75a-e23a-4834-9873-82e15c4b4b78,gurgaon-vadodara-surat-gurgaon
1660257077704,BAGL2500630325,vatadara_banejda_dpp,12/13/20 03:51:00,thanos::sroute:81ed2240-3a82-4685-9c46-914fddf814ba,vadodara_ranoli_i--anand_vitthaludyog_d
1660257077704,BAGL2500630325,khambhat_motvddpp_d,12/13/20 03:21:00,thanos::sroute:81ed2240-3a82-4685-9c46-914fddf814ba,vadodara_ranoli_i--anand_vitthaludyog_d
1660257077704,BAGL2500630325,tarapur_darukhanu_dpp,12/13/20 02:36:00,thanos::sroute:81ed2240-3a82-4685-9c46-914fddf814ba,vadodara_ranoli_i--anand_vitthaludyog_d
1660257077704,BAGL2500630325,anand_vitthaludyog_d,12/13/20 01:36:00,thanos::sroute:81ed2240-3a82-4685-9c46-914fddf814ba,vadodara_ranoli_i--anand_vitthaludyog_d
1660257048573,BAGL2501993035,ajmer_jyotingr_d,12/09/20 17:50:00,,
1660257048573,BAGL2501993035,ajmer_parbatpura_i,12/09/20 17:35:00,thanos::sroute:e7179e33-e317-46dc-be39-bd16730a7d4e,ajmer-kishangarh-parbatsar-kuchmancity-khatukhurd-degana
1660257048573,BAGL2501993035,udaipur_bhuwana_h,12/09/20 11:35:00,thanos::sroute:15dde462-6a48-41d3-a010-7b614132ff61,ahmedabad-udaipur-ajmer-jaipur-udaipur-ahmedabad	
1660257048573,BAGL2501993035,ahmedabad_aslaliroad_gw,12/09/20 04:35:00,thanos::sroute:8ef67088-7e93-43f0-b7a6-a7cc99c13470,bhiwandi-ahmedabad-udaipur-ahmedabad-surat-bhiwandi
1660257048573,BAGL2501993035,bhiwandi_mega_gw,12/08/20 15:35:00,thanos::sroute:bcb259d9-9bda-4ee4-9cc9-3ea10f214446,bhiwandi-ahmedabad-surat-bhiwandi
1660257072745,BAG321338129,kanpur_central_d_5,12/09/20 16:16:00,,
1660257072745,BAG321338129,kanpur_sachendi_h,12/09/20 15:31:00,thanos::sroute:26d968f8-3a58-4643-a278-34a3d58cbda0,kanpur_central_h_6---kanpur_central_d_5
1660257086443,BAG245463373,irinjlkuda_pothstherry_d,12/09/20 21:54:00,,
1660257086443,BAG245463373,thrissur_karuvannur_i,12/09/20 21:39:00,thanos::sroute:a6e452a4-9fb6-4e7e-a08d-b7c6429b41c8,thrissur_karuvannur_i--irinjlkuda_pothstherry_d
1660257086443,BAG245463373,aluva_peedika_h,12/09/20 19:54:00,thanos::sroute:2b36b021-2803-44d7-8545-0a3a23bb3bc2,aluva-thrissur-aluva
1660257073843,BAGL1733263155,agartala_neramaya_d,12/12/20 15:15:00,,
1660257073843,BAGL1733263155,agartala_dhaleswr_d,12/12/20 14:45:00,thanos::sroute:61ccf1f2-8981-4760-b2ac-3765b07de866,agartala_eastchmpmura_i-agartala_dhaleswr_d-agartala_neramaya_d---agartala_chmpmura_i
1660257073843,BAGL1733263155,agartala_eastchmpmura_i,12/12/20 14:15:00,thanos::sroute:61ccf1f2-8981-4760-b2ac-3765b07de866,agartala_eastchmpmura_i-agartala_dhaleswr_d-agartala_neramaya_d---agartala_chmpmura_i
1660257073843,BAGL1733263155,guwahati_kaikchi_gw,12/11/20 10:15:00,thanos::sroute:ac32341c-b8bc-48c4-bcbd-664b8bb14491,guwahati-agartala-guwahati
1660257073843,BAGL1733263155,bhiwandi_mega_gw,12/08/20 05:15:00,thanos::sroute:5ac9646a-7aa1-4734-8601-952eebadf742,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257062890,BAG314914450,pailapool_lagktlbocpr_d,12/12/20 12:39:00,,
1660257062890,BAG314914450,silchar_sirikona_h,12/12/20 11:39:00,thanos::sroute:06b2d84f-8c0b-412b-bdeb-9c7a36c71dfe,silchar_sirikona_h--udarbond_durganagar_d
1660257086480,BAG318294353,guwahati_kaikchi_gw,12/11/20 08:20:00,,
1660257086480,BAG318294353,bhiwandi_mega_gw,12/08/20 03:20:00,thanos::sroute:5ac9646a-7aa1-4734-8601-952eebadf742,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257071721,BAG318447530,aligarh_bemanagar_i,12/09/20 09:00:00,,
1660257071721,BAG318447530,agra_sunari_h,12/09/20 06:30:00,thanos::sroute:31ddc616-cf7c-4e97-9084-2a8059e32220,agra-aligarh-dcs-agra
1660257071721,BAG318447530,indore_manglaya_h,12/08/20 14:30:00,thanos::sroute:c385eace-5483-411f-9a6f-0debff6a527c,gurgaon-indore-agra-gurgaon
1660257071721,BAG318447530,bhiwandi_mega_gw,12/08/20 00:30:00,thanos::sroute:787a4510-32cd-4d75-b6e9-fa224043ffbb,bhiwandi-indore-sendhwa-dhule-nashik-bhiwandi
1660257075781,BAGL6282326594,hyd_lb-nagar_dc,12/09/20 09:46:00,,
1660257075781,BAGL6282326594,hyderabad_shamshbd_h,12/09/20 08:31:00,thanos::sroute:792da493-8ce1-48e8-94e5-f07a768fa293,hyderabad_shamshbd_h--hyd_lb-nagar_dc
1660257075781,BAGL6282326594,bhiwandi_mega_gw,12/08/20 13:31:00,thanos::sroute:28fd7b95-4791-4a30-9d6c-b853e0e4c35e,bhiwandi-hyderabad-nanded-bhiwandi
1660257084833,BAG317468164,darbhanga_ekmi_d,12/11/20 18:13:00,,
1660257084833,BAG317468164,darbhanga_sundarpur_i,12/11/20 17:43:00,thanos::sroute:53010831-a7b2-4b73-9624-78c2f9b671b5,muzaffapur-darbhanga-dcs-muzaffapur
1660257060720,BAGL3466083079,guwahati_borbari_d,12/11/20 12:11:00,,
1660257060720,BAGL3466083079,guwahati_kaikchi_gw,12/11/20 11:11:00,thanos::sroute:bd806de0-2273-4787-a66f-ce797508e10b,guwahati_kaikchi_gw-guwahati_hngrabri_d 2nd 
1660257060720,BAGL3466083079,bhiwandi_mega_gw,12/08/20 06:11:00,thanos::sroute:5ac9646a-7aa1-4734-8601-952eebadf742,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257085242,BAG312722116,guwahati_shyamngr_d,12/13/20 08:24:00,,
1660257085242,BAG312722116,guwahati_kaikchi_gw,12/13/20 07:39:00,thanos::sroute:ff8d8755-e387-4799-a4f0-da13630d1b30,guwahati_kaikchi_gw---guwahati_shyamngr_d
1660257087375,BAG318547030,ahmedabad_aslaliroad_gw,12/08/20 09:31:00,,
1660257087375,BAG318547030,bhiwandi_mega_gw,12/07/20 20:31:00,thanos::sroute:bcb259d9-9bda-4ee4-9cc9-3ea10f214446,bhiwandi-ahmedabad-surat-bhiwandi
1660257084041,BAG232911982,bhiwandi_mega_r,12/15/20 14:21:00,,
1660257074941,BAG314914443,aizawl_dinthar_d,12/13/20 08:09:00,,
1660257074941,BAG314914443,aizawl_tanhril_i,12/13/20 07:09:00,thanos::sroute:3655c573-2a48-41b5-ba4d-558f63f6e6be,aizawl_hunthrvg_i-aizawl_chanmari_d----aizawl_hunthrvg_i
1660257074941,BAG314914443,kolasib_kimkim_d,12/12/20 17:39:00,thanos::sroute:3a3adf1c-5497-487e-babd-19d6a5eb4ef8,silchar-dc's-aizawl-silchar
1660257074941,BAG314914443,silchar_sirikona_h,12/12/20 11:39:00,thanos::sroute:3a3adf1c-5497-487e-babd-19d6a5eb4ef8,silchar-dc's-aizawl-silchar
1660257076713,BAG317742949,delhi_airport_gw,12/12/20 12:51:00,,
1660257076713,BAG317742949,bahadurgarh_nehrupark_c,12/12/20 11:51:00,thanos::sroute:3fe69be8-e819-4415-9993-07cef456598f,delhi-jhajjar-rohtak-bahadurgarh-delhi
1660257076713,BAG317742949,bahadurgarh_nehrupark_d,12/12/20 11:51:00,thanos::sroute:3fe69be8-e819-4415-9993-07cef456598f,delhi-jhajjar-rohtak-bahadurgarh-delhi
1660257076713,BAG317742949,rohtak_azdgrh_d,12/12/20 10:36:00,thanos::sroute:3fe69be8-e819-4415-9993-07cef456598f,delhi-jhajjar-rohtak-bahadurgarh-delhi
1660257075151,BAGL7435954920,patna_gaighat,12/10/20 22:14:00,,
1660257075151,BAGL7435954920,patna_sabalpur_h,12/10/20 21:14:00,thanos::sroute:bcf17630-2a19-4c9b-915a-8aa54935b933,patna_hub--patna_gaighat--patna_hub
1660257075151,BAGL7435954920,varanasi_birbhanpur_h,12/10/20 10:14:00,thanos::sroute:87a4f4ae-890c-4d5a-b360-407ed44ebe3d,varanasi-patna-lakhisarai-varanasi
1660257075151,BAGL7435954920,bhiwandi_mega_gw,12/08/20 20:14:00,thanos::sroute:e533ba86-cd97-4bc3-a697-0114aee43f0c,bhiwandi-varanasi-patna-indore-bhiwandi
1660257034912,BAGL1029405553,jorhat_ricmilrd_d,12/11/20 17:48:00,,
1660257034912,BAGL1029405553,jorhat_sonrigon_i,12/11/20 17:18:00,thanos::sroute:0c01c26b-b6e2-4dbb-8099-116f1777e878,jorhat_sonrigon_i-teok_wardno3_d (assam)
1660257034912,BAGL1029405553,guwahati_kaikchi_gw,12/11/20 08:18:00,thanos::sroute:f8101e0a-2b59-4869-9030-1dd4066c9dc2,guwahati-jorhat-dibrugarh-dcs-guwahati
1660257034912,BAGL1029405553,bhiwandi_mega_gw,12/08/20 03:18:00,thanos::sroute:5ac9646a-7aa1-4734-8601-952eebadf742,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257083901,BAG314648942,bhiwandi_mega_r,12/13/20 10:58:00,,
1660257083901,BAG314648942,bhiwandi_mega_gw,12/13/20 10:28:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257083901,BAG314648942,bangalore_soukyaroad_gw,12/12/20 10:58:00,thanos::sroute:b42988cd-5df5-4185-83f2-45734c071169,bhiwandi-salem-bangalore-bhiwandi
1660257083901,BAG314648942,bengaluru_hoodi_ip,12/12/20 10:13:00,thanos::sroute:b34de8c2-d661-4d54-b92c-995039487675,bengaluru_hoodi_ip (karnataka)-bangalore_soukyaroad_gw (karnataka)
1660257062035,BAG318547091,jorhat_sonrigon_i,12/11/20 07:04:00,,
1660257062035,BAG318547091,guwahati_kaikchi_gw,12/10/20 22:04:00,thanos::sroute:f8101e0a-2b59-4869-9030-1dd4066c9dc2,guwahati-jorhat-dibrugarh-dcs-guwahati
1660257062035,BAG318547091,bhiwandi_mega_gw,12/07/20 17:04:00,thanos::sroute:5ac9646a-7aa1-4734-8601-952eebadf742,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257043603,BAGL6104657837,ravangla_hosprd_d,12/10/20 23:41:00,,
1660257043603,BAGL6104657837,ranipool_nh10_d,12/10/20 21:11:00,thanos::sroute:1c27447e-2967-49cc-b9d3-e7b3ca0f3dbd,siliguri_dabgrm_h-rangpo-ranipool_d-singtam_shilohchrch_d
1660257043603,BAGL6104657837,singtam_shilohchrch_d,12/10/20 20:41:00,thanos::sroute:1c27447e-2967-49cc-b9d3-e7b3ca0f3dbd,siliguri_dabgrm_h-rangpo-ranipool_d-singtam_shilohchrch_d
1660257043603,BAGL6104657837,rangpo_ibm_d,12/10/20 19:56:00,thanos::sroute:1c27447e-2967-49cc-b9d3-e7b3ca0f3dbd,siliguri_dabgrm_h-rangpo-ranipool_d-singtam_shilohchrch_d
1660257043603,BAGL6104657837,siliguri_dabgrm_h,12/10/20 17:11:00,thanos::sroute:1c27447e-2967-49cc-b9d3-e7b3ca0f3dbd,siliguri_dabgrm_h-rangpo-ranipool_d-singtam_shilohchrch_d
1660257043603,BAGL6104657837,bhiwandi_mega_gw,12/08/20 03:11:00,thanos::sroute:2a27b19d-611e-44c5-ab2f-f3a00dbb4ded,bhiwandi-siliguri 
1660257086244,BAG319397814,jaipur_varuncly_dc,12/10/20 02:38:00,,
1660257086244,BAG319397814,jaipur_bhankrot_dc,12/10/20 02:23:00,thanos::sroute:bd1673a9-0a35-4848-904c-0899cb1d3b0a,jaipur_bagru_i--jaipur_bhankrot_dc--jaipur_varuncly_dc
1660257086244,BAG319397814,jaipur_bagru_i,12/10/20 01:53:00,thanos::sroute:bd1673a9-0a35-4848-904c-0899cb1d3b0a,jaipur_bagru_i--jaipur_bhankrot_dc--jaipur_varuncly_dc
1660257084026,BAG232315676,bangalore_btmlayout_d,12/09/20 08:50:00,,
1660257084026,BAG232315676,bengaluru_arakere_dc,12/09/20 08:20:00,thanos::sroute:2d191ffb-1b1a-4c52-b4ed-05f47203ac6f,blr_jpnagar_pc--bengaluru_arakere_dc--bangalore_btmlayout_d--blr_jpnagar_pc
1660257084026,BAG232315676,blr_jpnagar_pc,12/09/20 07:50:00,thanos::sroute:2d191ffb-1b1a-4c52-b4ed-05f47203ac6f,blr_jpnagar_pc--bengaluru_arakere_dc--bangalore_btmlayout_d--blr_jpnagar_pc
1660257059795,BAG232911997,bhiwandi_mega_r,12/16/20 11:50:00,,
1660257076886,BAGL2503298068,bhiwandi_mega_r,12/21/20 11:26:00,,
1660257076886,BAGL2503298068,bhiwandi_mega_gw,12/21/20 10:56:00,thanos::sroute:bbd9d622-a78e-40e4-a6ca-6fa907ce9c99,bhiwandi_mega_gw--bhiwandi_mega_r
1660257076886,BAGL2503298068,indore_manglaya_h,12/20/20 20:56:00,thanos::sroute:64cdaca7-78db-41de-9699-c99089333a0d,bhiwandi-indore-bhopal-indore-bhiwandi
1660257076886,BAGL2503298068,purnia_kasba_h,12/18/20 23:56:00,thanos::sroute:fe2bfbdb-aaa3-457e-8299-04be091beac7,bhiwandi-siliguri-guwahati-siliguri-purnia-indore-bhiwandi
1660257076886,BAGL2503298068,siliguri_dabgrm_h,12/18/20 17:56:00,thanos::sroute:80a265a6-3f89-480b-ac80-e34247a79225,hyderabad-kolkata-siliguri-purnia-hyderabad
1660257076886,BAGL2503298068,siliguri_sahudangi_l,12/18/20 17:41:00,thanos::sroute:5c66c4ef-1eac-4a1a-bbf4-9ca07020ae08,siliguri_dabgrm_h--siliguri_sahudangi_l
