wbn,pid,bs,bag_oc,bag_cn,cs_ss,cs_st,cs_sd,cs_ud,location
1660257085743,BAG318366655,BAG318366655,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 19:00:12.691,2020-12-11 19:00:12.691,Guwahati_Kaikchi_GW (Assam)
1660257051141,BAGL2779756976,BAGL2779756976,Bhiwandi_Mega_GW (Maharashtra),Patna_Gaighat (Bihar),Complete,,2020-12-11 06:54:48.050,2020-12-11 06:54:48.050,Patna_Gaighat (Bihar)
1660257085441,BAG318221936,BAG318221936,Bhiwandi_Mega_GW (Maharashtra),Mumbai_MiraRoad_I (Maharashtra),Complete,,2020-12-08 10:04:35.469,2020-12-08 10:04:35.469,Mumbai_MiraRoad_I (Maharashtra)
1660257078673,BAG318366835,BAG318366835,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-13 18:36:31.869,2020-12-13 18:36:31.869,Guwahati_Kaikchi_GW (Assam)
1660257084343,BAG312878135,BAG312878135,Tezpur_Sirajuli_I (Assam),Itanagar_NH52A_D (Arunachal Pradesh),Complete,,2020-12-14 06:18:50.505,2020-12-14 06:18:50.505,Itanagar_NH52A_D (Arunachal Pradesh)
1660257086152,BAG318221728,BAG318221728,Bhiwandi_Mega_GW (Maharashtra),Patna_Sabalpur_H (Bihar),Complete,,2020-12-10 17:11:24.233,2020-12-10 17:11:24.233,Patna_Sabalpur_H (Bihar)
1660257070612,BAG318221968,BAG318221968,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 07:52:44.402,2020-12-11 07:52:44.402,Siliguri_Dabgrm_H (West Bengal)
1660257083971,BAG318547015,BAG318547015,Bhiwandi_Mega_GW (Maharashtra),Mumbai_JogeshwriWest_D (Maharashtra),Complete,,2020-12-08 11:25:21.457,2020-12-08 11:25:21.457,Mumbai_JogeshwriWest_D (Maharashtra)
1660257083341,BAG320465232,BAG320465232,Chandigarh_Rajpura_GW (Punjab),Mandi_Gobindgarh_DC (Punjab),Complete,,2020-12-11 08:05:18.256,2020-12-11 08:05:18.256,Mandi_Gobindgarh_DC (Punjab)
1660257049564,BAGL1762029243,BAGL1762029243,Bhiwandi_Mega_GW (Maharashtra),Sirsa_Shyam_DC (Haryana),Complete,,2020-12-12 07:33:02.026,2020-12-12 07:33:02.026,Sirsa_Shyam_DC (Haryana)
1660257084295,BAG318447911,BAG318447911,Bhiwandi_Mega_GW (Maharashtra),Nashik_TgrniaRD_I (Maharashtra),Complete,,2020-12-09 02:52:02.283,2020-12-09 02:52:02.283,Nashik_TgrniaRD_I (Maharashtra)
1660257087040,BAG312936597,BAG312936597,Tezpur_Sirajuli_I (Assam),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-19 23:27:14.652,2020-12-19 23:27:14.652,Guwahati_Kaikchi_GW (Assam)
1660257081694,BAG318447141,BAG318447141,Bhiwandi_Mega_GW (Maharashtra),South Goa (Goa),Complete,,2020-12-10 07:36:41.638,2020-12-10 07:36:41.638,South Goa (Goa)
1660257076492,BAGL5868658477,BAGL5868658477,Bhiwandi_Mega_GW (Maharashtra),Jaipur_Central_D_10 (Rajasthan),Discarded,,2020-12-10 08:53:02.554,2020-12-10 08:53:02.554,Jaipur_Bagru_I (Rajasthan)
1660256838444,BAG318205758,BAG318205758,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-13 18:33:37.700,2020-12-13 18:33:37.700,Siliguri_Dabgrm_H (West Bengal)
1660257083271,BAG318221885,BAG318221885,Bhiwandi_Mega_GW (Maharashtra),Rajkot_Sokhda_H (Gujarat),Complete,,2020-12-10 00:58:32.441,2020-12-10 00:58:32.441,Rajkot_Sokhda_H (Gujarat)
1660257072270,BAG318366655,BAG318366655,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 19:00:12.691,2020-12-11 19:00:12.691,Guwahati_Kaikchi_GW (Assam)
1660257086152,BAG317312276,BAG317312276,Patna_Sabalpur_H (Bihar),Patna_Central (Bihar),Complete,,2020-12-11 07:34:37.163,2020-12-11 07:34:37.163,Patna_Central (Bihar)
1660257087666,BAG318221885,BAG318221885,Bhiwandi_Mega_GW (Maharashtra),Rajkot_Sokhda_H (Gujarat),Complete,,2020-12-10 00:58:32.441,2020-12-10 00:58:32.441,Rajkot_Sokhda_H (Gujarat)
1660257077704,BAGL2756774059,BAGL2756774059,Bhiwandi_Mega_GW (Maharashtra),Anand_VitthalUdyog_D (Gujarat),Complete,,2020-12-10 07:37:36.957,2020-12-10 07:37:36.957,Anand_VitthalUdyog_D (Gujarat)
1660257074053,BAG316955720,BAG316955720,Rourkela_Chendcolny_I (Orissa),Rourkela (Orissa),Complete,,2020-12-12 09:15:55.933,2020-12-12 09:15:55.933,Rourkela (Orissa)
1660257075081,BAGL1724586368,BAGL1724586368,Jaipur_Bagru_I (Rajasthan),Jaipur_SawaiGaitor_D (Rajasthan),Complete,,2020-12-10 14:14:22.894,2020-12-10 14:14:22.894,Jaipur_SawaiGaitor_D (Rajasthan)
1660257077774,BAG318447911,BAG318447911,Bhiwandi_Mega_GW (Maharashtra),Nashik_TgrniaRD_I (Maharashtra),Complete,,2020-12-09 02:52:02.283,2020-12-09 02:52:02.283,Nashik_TgrniaRD_I (Maharashtra)
1660257087681,BAGL7761227463,BAGL7761227463,Bhiwandi_Mega_GW (Maharashtra),Udaipur_TekriRd_D (Rajasthan),Complete,,2020-12-10 06:52:27.532,2020-12-10 06:52:27.532,Udaipur_TekriRd_D (Rajasthan)
1660257076772,BAGL4997041158,BAGL4997041158,Bhiwandi_Mega_GW (Maharashtra),Siliguri_ShyamNgr_D (West Bengal),Complete,,2020-12-11 10:37:15.602,2020-12-11 10:37:15.602,Siliguri_ShyamNgr_D (West Bengal)
1660257086336,BAG320463816,BAG320463816,Chandigarh_Rajpura_GW (Punjab),Chandigarh_Nayagaon_D (Punjab),Complete,,2020-12-11 07:54:23.546,2020-12-11 07:54:23.546,Chandigarh_Nayagaon_D (Punjab)
1660257086130,BAG318205917,BAG318205917,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 08:00:24.679,2020-12-11 08:00:24.679,Siliguri_Dabgrm_H (West Bengal)
1660257083293,BAG318221373,BAG318221373,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 08:46:05.726,2020-12-11 08:46:05.726,Siliguri_Dabgrm_H (West Bengal)
1660257043931,BAG233046870,BAG233046870,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-12 08:41:21.014,2020-12-12 08:41:21.014,Bhiwandi_Mega_R (Maharashtra)
1660257075965,BAG233447849,BAG233447849,Mysore_RamanujaRd_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka),Complete,,2020-12-13 23:03:33.646,2020-12-13 23:03:33.646,Mysore_Yadvgiri_IP (Karnataka)
1660257081053,BAG209046661,BAG209046661,Bangalore_Indirangr_I (Karnataka),Bengaluru_Millers_Dc (Karnataka),Discarded,,2020-12-09 13:39:54.904,2020-12-09 13:39:54.904,Bangalore_AshokNgr_D (Karnataka)
1660257078290,BAGL6513595654,BAGL6513595654,Bhiwandi_Mega_GW (Maharashtra),Gorakhpur_Budhvihr_D (Uttar Pradesh),Complete,,2020-12-11 07:39:06.932,2020-12-11 07:39:06.932,Gorakhpur_Budhvihr_D (Uttar Pradesh)
1660257085474,BAG318366799,BAG318366799,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Peenya_IP (Karnataka),Complete,,2020-12-09 10:51:46.413,2020-12-09 10:51:46.413,Bengaluru_Peenya_IP (Karnataka)
1660257083422,BAG318366799,BAG318366799,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Peenya_IP (Karnataka),Complete,,2020-12-09 10:51:46.413,2020-12-09 10:51:46.413,Bengaluru_Peenya_IP (Karnataka)
1660257082862,BAG318366799,BAG318366799,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Peenya_IP (Karnataka),Complete,,2020-12-09 10:51:46.413,2020-12-09 10:51:46.413,Bengaluru_Peenya_IP (Karnataka)
1660257074226,BAG319561403,BAG319561403,Bhiwandi_Mega_GW (Maharashtra),Jalandhar_QajiMandi_P (Punjab),Complete,,2020-12-11 04:21:29.536,2020-12-11 04:21:29.536,Jalandhar_QajiMandi_P (Punjab)
1660257086863,BAG318366655,BAG318366655,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 19:00:12.691,2020-12-11 19:00:12.691,Guwahati_Kaikchi_GW (Assam)
1660257084240,BAG319566955,BAG319566955,Bhiwandi_Mega_GW (Maharashtra),Indore_Manglaya_H (Madhya Pradesh),Complete,,2020-12-08 23:44:48.621,2020-12-08 23:44:48.621,Indore_Manglaya_H (Madhya Pradesh)
1660257077962,BAGL1354394080,BAGL1354394080,Bhiwandi_Mega_GW (Maharashtra),Bangalore_Thanisandra_D (Karnataka),Complete,,2020-12-10 08:33:15.320,2020-12-10 08:33:15.320,Bangalore_Thanisandra_D (Karnataka)
1660257080460,BAG319566736,BAG319566736,Bhiwandi_Mega_GW (Maharashtra),Moradabad_Majhola_I (Uttar Pradesh),Complete,,2020-12-10 22:16:09.526,2020-12-10 22:16:09.526,Moradabad_Majhola_I (Uttar Pradesh)
1660257084715,BAG318205917,BAG318205917,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 08:00:24.679,2020-12-11 08:00:24.679,Siliguri_Dabgrm_H (West Bengal)
1660257083735,BAG313091509,BAG313091509,Aluva_Peedika_H (Kerala),Thrissur_Mannuthy_D (Kerala),Complete,,2020-12-14 08:17:59.973,2020-12-14 08:17:59.973,Thrissur_Mannuthy_D (Kerala)
1660257078264,BAG318221968,BAG318221968,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 07:52:44.402,2020-12-11 07:52:44.402,Siliguri_Dabgrm_H (West Bengal)
1660257085275,BAG319287107,BAG319287107,Jaipur_Bagru_I (Rajasthan),Jaipur_BaisGodam_D (Rajasthan),Complete,,2020-12-09 07:34:41.682,2020-12-09 07:34:41.682,Jaipur_BaisGodam_D (Rajasthan)
1660257086270,BAGL8398370453,BAGL8398370453,Bhiwandi_Mega_GW (Maharashtra),Guwahati_UzanBazr_DC (Assam),Complete,,2020-12-14 08:59:52.810,2020-12-14 08:59:52.810,Guwahati_UzanBazr_DC (Assam)
1660257084660,BAG318366940,BAG318366940,Bhiwandi_Mega_GW (Maharashtra),Jammu_GangyalCRPF_H (Jammu & Kashmir),Complete,,2020-12-11 03:46:44.163,2020-12-11 03:46:44.163,Jammu_GangyalCRPF_H (Jammu & Kashmir)
1660257081543,BAG318366655,BAG318366655,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 19:00:12.691,2020-12-11 19:00:12.691,Guwahati_Kaikchi_GW (Assam)
1660257086071,BAG318447321,BAG318447321,Bhiwandi_Mega_GW (Maharashtra),Bangalore_HSR_I (Karnataka),Complete,,2020-12-10 05:24:47.817,2020-12-10 05:24:47.817,Bangalore_HSR_I (Karnataka)
1660257083805,BAG230712089,BAG230712089,Barpeta_NorthDPP_D (Assam),Bongaigaon_Doligaon_I (Assam),Complete,,2020-12-17 12:52:04.268,2020-12-17 12:52:04.268,Bongaigaon_Doligaon_I (Assam)
1660257072841,BAG317415149,BAG317415149,Siliguri_Dabgrm_H (West Bengal),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-18 12:19:51.867,2020-12-18 12:19:51.867,Siliguri_Dabgrm_H (West Bengal)
1660257083400,BAG319566867,BAG319566867,Bhiwandi_Mega_GW (Maharashtra),Rudrapur_IndstrlArea_H (Uttarakhand),Complete,,2020-12-11 03:24:10.965,2020-12-11 03:24:10.965,Rudrapur_IndstrlArea_H (Uttarakhand)
1660257087110,BAG319287107,BAG319287107,Jaipur_Bagru_I (Rajasthan),Jaipur_BaisGodam_D (Rajasthan),Complete,,2020-12-09 07:34:41.682,2020-12-09 07:34:41.682,Jaipur_BaisGodam_D (Rajasthan)
1660257077203,BAG206173132,BAG206173132,Agartala_Neramaya_D (Tripura),Agartala_EastChmpmura_I (Tripura),Complete,,2020-12-17 17:59:35.543,2020-12-17 17:59:35.543,Agartala_EastChmpmura_I (Tripura)
1660257085846,BAG321385811,BAG321385811,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_D (Punjab),Complete,,2020-12-10 11:35:29.190,2020-12-10 11:35:29.190,Amritsar_VerkaBypss_D (Punjab)
1660257085205,BAGL2345546843,BAGL2345546843,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Maniktala_L (West Bengal),Complete,,2020-12-11 05:32:42.831,2020-12-11 05:32:42.831,Kolkata_Maniktala_L (West Bengal)
1660257074311,BAG318221968,BAG318221968,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 07:52:44.402,2020-12-11 07:52:44.402,Siliguri_Dabgrm_H (West Bengal)
1660257085662,BAG319566867,BAG319566867,Bhiwandi_Mega_GW (Maharashtra),Rudrapur_IndstrlArea_H (Uttarakhand),Complete,,2020-12-11 03:24:10.965,2020-12-11 03:24:10.965,Rudrapur_IndstrlArea_H (Uttarakhand)
1660257072056,BAG318366940,BAG318366940,Bhiwandi_Mega_GW (Maharashtra),Jammu_GangyalCRPF_H (Jammu & Kashmir),Complete,,2020-12-11 03:46:44.163,2020-12-11 03:46:44.163,Jammu_GangyalCRPF_H (Jammu & Kashmir)
1660257082755,BAG318366835,BAG318366835,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-13 18:36:31.869,2020-12-13 18:36:31.869,Guwahati_Kaikchi_GW (Assam)
1660257083326,BAG318366799,BAG318366799,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Peenya_IP (Karnataka),Complete,,2020-12-09 10:51:46.413,2020-12-09 10:51:46.413,Bengaluru_Peenya_IP (Karnataka)
1660257084472,BAG317352173,BAG317352173,Itanagar_SectorA_D (Arunachal Pradesh),Itanagar_NH52A_D (Arunachal Pradesh),Complete,,2020-12-16 06:11:20.784,2020-12-16 06:11:20.784,Itanagar_NH52A_D (Arunachal Pradesh)
1660257070693,BAG318221968,BAG318221968,Bhiwandi_Mega_GW (Maharashtra),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-11 07:52:44.402,2020-12-11 07:52:44.402,Siliguri_Dabgrm_H (West Bengal)
1660257087165,BAG318547015,BAG318547015,Bhiwandi_Mega_GW (Maharashtra),Mumbai_JogeshwriWest_D (Maharashtra),Complete,,2020-12-08 11:25:21.457,2020-12-08 11:25:21.457,Mumbai_JogeshwriWest_D (Maharashtra)
1660257082534,BAG320101688,BAG320101688,Chandigarh_Rajpura_GW (Punjab),Patiala (Punjab),Complete,,2020-12-11 07:06:37.603,2020-12-11 07:06:37.603,Patiala (Punjab)
1660257074720,BAG233038121,BAG233038121,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-15 09:53:55.392,2020-12-15 09:53:55.392,Bhiwandi_Mega_R (Maharashtra)
1660257084461,BAG501612679,BAG501612679,Indore_Manglaya_H (Madhya Pradesh),Indore_Manishpuri_D (Madhya Pradesh),Complete,,2020-12-10 07:18:29.618,2020-12-10 07:18:29.618,Indore_Manishpuri_D (Madhya Pradesh)
1660257083433,BAG233472309,BAG233472309,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-21 08:03:07.898,2020-12-21 08:03:07.898,Bhiwandi_Mega_R (Maharashtra)
1660257059250,BAGL4558972877,BAGL4558972877,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Beleghta_D (West Bengal),Complete,,2020-12-11 06:58:26.006,2020-12-11 06:58:26.006,Kolkata_Beleghta_D (West Bengal)
1660256838573,BAGL1061517136,BAGL1061517136,Jaipur_Bagru_GW (Rajasthan),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-14 18:03:20.791,2020-12-14 18:03:20.791,Bhiwandi_Mega_R (Maharashtra)
1660257074090,BAG229124689,BAG229124689,Bhopal_Indrapri_DC (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Complete,,2020-12-11 18:13:17.201,2020-12-11 18:13:17.201,Bhopal_Pipaliya_H (Madhya Pradesh)
1660257082254,BAG309777792,BAG309777792,Ludhiana_Khakat_H (Punjab),Ludhiana_TagoreNagar_D (Punjab),Complete,,2020-12-11 07:41:00.460,2020-12-11 07:41:00.460,Ludhiana_TagoreNagar_D (Punjab)
1660257086745,BAG318547535,BAG318547535,Bhiwandi_Mega_GW (Maharashtra),Mumbai_MiraRoad_I (Maharashtra),Complete,,2020-12-08 07:21:16.909,2020-12-08 07:21:16.909,Mumbai_MiraRoad_I (Maharashtra)
1660257071905,BAG319566867,BAG319566867,Bhiwandi_Mega_GW (Maharashtra),Rudrapur_IndstrlArea_H (Uttarakhand),Complete,,2020-12-11 03:24:10.965,2020-12-11 03:24:10.965,Rudrapur_IndstrlArea_H (Uttarakhand)
1660257077262,BAGL6245616976,BAGL6245616976,Bhiwandi_Mega_GW (Maharashtra),Gangtok_TibetRdMLA_D (Sikkim),Complete,,2020-12-12 06:52:22.290,2020-12-12 06:52:22.290,Gangtok_TibetRdMLA_D (Sikkim)
1660257086480,BAG312722252,BAG312722252,Guwahati_Kaikchi_GW (Assam),Shillong_LabanKench_D (Meghalaya),Complete,,2020-12-14 19:03:08.960,2020-12-14 19:03:08.960,Shillong_LabanKench_D (Meghalaya)
1660257060016,BAG320335478,BAG320335478,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Phaphamu_DC (Uttar Pradesh),Complete,,2020-12-10 08:55:08.541,2020-12-10 08:55:08.541,Allahabad_Phaphamu_DC (Uttar Pradesh)
1660257086981,BAG319715236,BAG319715236,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Jublehills_D (Telangana),Complete,,2020-12-09 13:38:56.650,2020-12-09 13:38:56.650,Hyderabad_Jublehills_D (Telangana)
1660257068523,BAG318205880,BAG318205880,Bhiwandi_Mega_GW (Maharashtra),GGN_DPC (Haryana),Complete,,2020-12-10 13:20:33.518,2020-12-10 13:20:33.518,GGN_DPC (Haryana)
1660257080342,BAG232315598,BAG232315598,BLR_JPNagar_Pc (Karnataka),Bengaluru_JPNagar_Dc (Karnataka),Complete,,2020-12-10 08:09:45.411,2020-12-10 08:09:45.411,Bengaluru_JPNagar_Dc (Karnataka)
1660257079454,BAGL1846143880,BAGL1846143880,Bhiwandi_Mega_GW (Maharashtra),Yamunanagar_Veerngrcly_D (Haryana),Complete,,2020-12-11 07:26:15.117,2020-12-11 07:26:15.117,Yamunanagar_Veerngrcly_D (Haryana)
1660257081985,BAG318366992,BAG318366992,Bhiwandi_Mega_GW (Maharashtra),Jammu_GangyalCRPF_H (Jammu & Kashmir),Complete,,2020-12-12 02:25:30.032,2020-12-12 02:25:30.032,Jammu_GangyalCRPF_H (Jammu & Kashmir)
1660257083470,BAG233082669,BAG233082669,Hubli_Jnntnagar_H (Karnataka),Hubli_Dc (Karnataka),Complete,,2020-12-10 10:03:49.487,2020-12-10 10:03:49.487,Hubli_Dc (Karnataka)
1660257068313,BAGL8764464411,BAGL8764464411,Bhiwandi_Mega_GW (Maharashtra),Rajkot_Kothriya_DC (Gujarat),Complete,,2020-12-10 06:23:37.518,2020-12-10 06:23:37.518,Rajkot_Kothriya_DC (Gujarat)
1660257083470,BAG318447631,BAG318447631,Bhiwandi_Mega_GW (Maharashtra),Hubli_Jnntnagar_H (Karnataka),Complete,,2020-12-10 02:11:34.889,2020-12-10 02:11:34.889,Hubli_Jnntnagar_H (Karnataka)
1660257074296,BAG317295573,BAG317295573,Kolkata_Naiti_GW (West Bengal),Kolkata_North_D_5 (West Bengal),Complete,,2020-12-11 06:57:34.803,2020-12-11 06:57:34.803,Kolkata_North_D_5 (West Bengal)
1660257074226,BAG310831063,BAG310831063,Jalandhar_QajiMandi_P (Punjab),Kapurthala_GreaterKailsh_D (Punjab),Complete,,2020-12-11 08:03:02.960,2020-12-11 08:03:02.960,Kapurthala_GreaterKailsh_D (Punjab)
1660257074602,BAG318221868,BAG318221868,Bhiwandi_Mega_GW (Maharashtra),Bhopal_Pipaliya_H (Madhya Pradesh),Complete,,2020-12-09 00:21:58.032,2020-12-09 00:21:58.032,Bhopal_Pipaliya_H (Madhya Pradesh)
1660257075943,BAG317424444,BAG317424444,Siliguri_Dabgrm_H (West Bengal),Gangtok_Tadong_D (Sikkim),Complete,,2020-12-12 10:47:46.351,2020-12-12 10:47:46.351,Gangtok_Tadong_D (Sikkim)
1660257087482,BAG318547883,BAG318547883,Bhiwandi_Mega_GW (Maharashtra),Chandigarh_Rajpura_GW (Punjab),Complete,,2020-12-11 02:56:17.647,2020-12-11 02:56:17.647,Chandigarh_Rajpura_GW (Punjab)
1660257079200,BAG319566941,BAG319566941,Bhiwandi_Mega_GW (Maharashtra),Rudrapur_IndstrlArea_H (Uttarakhand),Complete,,2020-12-11 03:18:04.705,2020-12-11 03:18:04.705,Rudrapur_IndstrlArea_H (Uttarakhand)
1660257081226,BAG318447194,BAG318447194,Bhiwandi_Mega_GW (Maharashtra),Tumkur_Veersagr_I (Karnataka),Complete,,2020-12-11 04:47:53.150,2020-12-11 04:47:53.150,Tumkur_Veersagr_I (Karnataka)
1660257077166,BAGL1591850551,BAGL1591850551,Bhiwandi_Mega_GW (Maharashtra),Meerut_Rihani_D (Uttar Pradesh),Complete,,2020-12-12 07:40:36.502,2020-12-12 07:40:36.502,Meerut_Rihani_D (Uttar Pradesh)
1660257073740,BAGL2235802570,BAGL2235802570,Bhiwandi_Mega_GW (Maharashtra),Phagwara_PurewalNgr_D (Punjab),Complete,,2020-12-11 07:04:03.838,2020-12-11 07:04:03.838,Phagwara_PurewalNgr_D (Punjab)
1660257045504,BAGL4081288026,BAGL4081288026,Bhiwandi_Mega_GW (Maharashtra),Patna_Mithapur_D (Bihar),Complete,,2020-12-11 07:02:15.196,2020-12-11 07:02:15.196,Patna_Mithapur_D (Bihar)
1660257083363,BAG241999466,BAG241999466,Jorhat_SonriGon_I (Assam),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-17 11:21:08.899,2020-12-17 11:21:08.899,Guwahati_Kaikchi_GW (Assam)
1660257075011,BAGL2166887556,BAGL2166887556,Bhiwandi_Mega_GW (Maharashtra),Shillong_LabanKench_D (Meghalaya),Complete,,2020-12-14 06:56:41.116,2020-12-14 06:56:41.116,Shillong_LabanKench_D (Meghalaya)
1660257078356,BAGL4191944992,BAGL4191944992,Bhiwandi_Mega_GW (Maharashtra),Jammu_GangyalCRPF_D (Jammu & Kashmir),Complete,,2020-12-11 06:45:42.584,2020-12-11 06:45:42.584,Jammu_GangyalCRPF_D (Jammu & Kashmir)
1660257080364,BAG230684261,BAG230684261,Gangtok_TibetRdMLA_D (Sikkim),Siliguri_Dabgrm_H (West Bengal),Complete,,2020-12-14 17:28:28.693,2020-12-14 17:28:28.693,Siliguri_Dabgrm_H (West Bengal)
1660257066095,BAG315145315,BAG315145315,Silchar_Sirikona_H (Assam),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-20 23:20:24.010,2020-12-20 23:20:24.010,Guwahati_Kaikchi_GW (Assam)
1660257047954,BAGL2084183045,BAGL2084183045,Bhiwandi_Mega_GW (Maharashtra),Agartala_Dhaleswr_D (Tripura),Discarded,,2020-12-14 11:25:04.731,2020-12-14 11:25:04.731,Agartala_EastChmpmura_I (Tripura)
1660257085371,BAG232315737,BAG232315737,BLR_JPNagar_Pc (Karnataka),Bengaluru_sharadhanagar19_D (Karnataka),Complete,,2020-12-09 15:06:09.209,2020-12-09 15:06:09.209,Bengaluru_sharadhanagar19_D (Karnataka)
1660257084505,BAG319715584,BAG319715584,Hyderabad_Shamshbd_H (Telangana),Hyderabad_ASRaoNgr_D (Telangana),Complete,,2020-12-09 13:41:26.219,2020-12-09 13:41:26.219,Hyderabad_ASRaoNgr_D (Telangana)
1660257083934,BAG318366889,BAG318366889,Bhiwandi_Mega_GW (Maharashtra),Bilaspur_Dylband_I (Chhattisgarh),Complete,,2020-12-11 02:29:42.121,2020-12-11 02:29:42.121,Bilaspur_Dylband_I (Chhattisgarh)
1660257077936,BAGL1615560180,BAGL1615560180,Bhiwandi_Mega_GW (Maharashtra),Jodhpur_Basni_DC (Rajasthan),Complete,,2020-12-11 07:18:47.749,2020-12-11 07:18:47.749,Jodhpur_Basni_DC (Rajasthan)
1660257074311,BAG317424444,BAG317424444,Siliguri_Dabgrm_H (West Bengal),Gangtok_Tadong_D (Sikkim),Complete,,2020-12-12 10:47:46.351,2020-12-12 10:47:46.351,Gangtok_Tadong_D (Sikkim)
1660257076713,BAG231459045,BAG231459045,Jhajjar_Policeline_I (Haryana),Rohtak_AzdGrh_D (Haryana),Complete,,2020-12-11 09:07:12.026,2020-12-11 09:07:12.026,Rohtak_AzdGrh_D (Haryana)
1660257075394,BAGL1092496288,BAGL1092496288,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Bltola_D (Assam),Complete,,2020-12-12 07:32:28.347,2020-12-12 07:32:28.347,Guwahati_Bltola_D (Assam)
1660257077796,BAG138879805,BAG138879805,Lucknow_Memaura_H (Uttar Pradesh),Lucknow_Central_D_7 (Uttar Pradesh),Complete,,2020-12-11 08:08:56.804,2020-12-11 08:08:56.804,Lucknow_Central_D_7 (Uttar Pradesh)
1660257083131,BAG318248083,BAG318248083,Bhiwandi_Mega_GW (Maharashtra),Goa_Duler_D (Goa),Complete,,2020-12-10 07:52:33.329,2020-12-10 07:52:33.329,Goa_Duler_D (Goa)
1660257077800,BAGL2325462163,BAGL2325462163,Bhiwandi_Mega_GW (Maharashtra),Namchi_ChungRd_D (Sikkim),Complete,,2020-12-12 07:43:18.768,2020-12-12 07:43:18.768,Namchi_ChungRd_D (Sikkim)
1660257074720,BAG319715947,BAG319715947,Hyderabad_Shamshbd_H (Telangana),Hyderabad_North_D_2 (Telangana),Complete,,2020-12-10 06:42:13.308,2020-12-10 06:42:13.308,Hyderabad_North_D_2 (Telangana)
1660257085651,BAG318547596,BAG318547596,Bhiwandi_Mega_GW (Maharashtra),Ahmednagar_Savedi_D (Maharashtra),Complete,,2020-12-10 06:59:17.250,2020-12-10 06:59:17.250,Ahmednagar_Savedi_D (Maharashtra)
1660257084063,BAG318221692,BAG318221692,Bhiwandi_Mega_GW (Maharashtra),Mumbai_MiraRoad_I (Maharashtra),Complete,,2020-12-08 10:05:51.245,2020-12-08 10:05:51.245,Mumbai_MiraRoad_I (Maharashtra)
1660257076746,BAG318547874,BAG318547874,Bhiwandi_Mega_GW (Maharashtra),Kanpur_Sachendi_H (Uttar Pradesh),Complete,,2020-12-10 13:47:51.264,2020-12-10 13:47:51.264,Kanpur_Sachendi_H (Uttar Pradesh)
1660257060370,BAG318366804,BAG318366804,Bhiwandi_Mega_GW (Maharashtra),Hyderabad_Shamshbd_H (Telangana),Complete,,2020-12-08 20:50:06.740,2020-12-08 20:50:06.740,Hyderabad_Shamshbd_H (Telangana)
1660257071382,BAG232315740,BAG232315740,BLR_JPNagar_Pc (Karnataka),Bangalore_BTMLayout_D (Karnataka),Complete,,2020-12-09 15:26:00.545,2020-12-09 15:26:00.545,Bangalore_BTMLayout_D (Karnataka)
